Key;time_full;hour;minute;second;minutes_after_00;period_of_day
177;5:02:56;5;2;56;302;Dawn
178;5:02:57;5;2;57;302;Dawn
179;5:02:58;5;2;58;302;Dawn
180;5:02:59;5;2;59;302;Dawn
181;5:03:00;5;3;0;303;Dawn
182;5:03:01;5;3;1;303;Dawn
183;5:03:02;5;3;2;303;Dawn
184;5:03:03;5;3;3;303;Dawn
185;5:03:04;5;3;4;303;Dawn
186;5:03:05;5;3;5;303;Dawn
187;5:03:06;5;3;6;303;Dawn
188;5:03:07;5;3;7;303;Dawn
189;5:03:08;5;3;8;303;Dawn
190;5:03:09;5;3;9;303;Dawn
191;5:03:10;5;3;10;303;Dawn
192;5:03:11;5;3;11;303;Dawn
193;5:03:12;5;3;12;303;Dawn
194;5:03:13;5;3;13;303;Dawn
195;5:03:14;5;3;14;303;Dawn
196;5:03:15;5;3;15;303;Dawn
197;5:03:16;5;3;16;303;Dawn
198;5:03:17;5;3;17;303;Dawn
199;5:03:18;5;3;18;303;Dawn
200;5:03:19;5;3;19;303;Dawn
201;5:03:20;5;3;20;303;Dawn
202;5:03:21;5;3;21;303;Dawn
203;5:03:22;5;3;22;303;Dawn
204;5:03:23;5;3;23;303;Dawn
205;5:03:24;5;3;24;303;Dawn
206;5:03:25;5;3;25;303;Dawn
207;5:03:26;5;3;26;303;Dawn
208;5:03:27;5;3;27;303;Dawn
209;5:03:28;5;3;28;303;Dawn
210;5:03:29;5;3;29;303;Dawn
211;5:03:30;5;3;30;303;Dawn
212;5:03:31;5;3;31;303;Dawn
213;5:03:32;5;3;32;303;Dawn
214;5:03:33;5;3;33;303;Dawn
215;5:03:34;5;3;34;303;Dawn
216;5:03:35;5;3;35;303;Dawn
217;5:03:36;5;3;36;303;Dawn
218;5:03:37;5;3;37;303;Dawn
219;5:03:38;5;3;38;303;Dawn
220;5:03:39;5;3;39;303;Dawn
221;5:03:40;5;3;40;303;Dawn
222;5:03:41;5;3;41;303;Dawn
223;5:03:42;5;3;42;303;Dawn
224;5:03:43;5;3;43;303;Dawn
225;5:03:44;5;3;44;303;Dawn
226;5:03:45;5;3;45;303;Dawn
227;5:03:46;5;3;46;303;Dawn
228;5:03:47;5;3;47;303;Dawn
229;5:03:48;5;3;48;303;Dawn
230;5:03:49;5;3;49;303;Dawn
231;5:03:50;5;3;50;303;Dawn
232;5:03:51;5;3;51;303;Dawn
233;5:03:52;5;3;52;303;Dawn
234;5:03:53;5;3;53;303;Dawn
235;5:03:54;5;3;54;303;Dawn
236;5:03:55;5;3;55;303;Dawn
237;5:03:56;5;3;56;303;Dawn
238;5:03:57;5;3;57;303;Dawn
239;5:03:58;5;3;58;303;Dawn
240;5:03:59;5;3;59;303;Dawn
241;5:04:00;5;4;0;304;Dawn
242;5:04:01;5;4;1;304;Dawn
243;5:04:02;5;4;2;304;Dawn
244;5:04:03;5;4;3;304;Dawn
245;5:04:04;5;4;4;304;Dawn
246;5:04:05;5;4;5;304;Dawn
247;5:04:06;5;4;6;304;Dawn
248;5:04:07;5;4;7;304;Dawn
249;5:04:08;5;4;8;304;Dawn
250;5:04:09;5;4;9;304;Dawn
251;5:04:10;5;4;10;304;Dawn
252;5:04:11;5;4;11;304;Dawn
253;5:04:12;5;4;12;304;Dawn
254;5:04:13;5;4;13;304;Dawn
255;5:04:14;5;4;14;304;Dawn
256;5:04:15;5;4;15;304;Dawn
257;5:04:16;5;4;16;304;Dawn
258;5:04:17;5;4;17;304;Dawn
259;5:04:18;5;4;18;304;Dawn
260;5:04:19;5;4;19;304;Dawn
261;5:04:20;5;4;20;304;Dawn
262;5:04:21;5;4;21;304;Dawn
263;5:04:22;5;4;22;304;Dawn
264;5:04:23;5;4;23;304;Dawn
265;5:04:24;5;4;24;304;Dawn
266;5:04:25;5;4;25;304;Dawn
267;5:04:26;5;4;26;304;Dawn
268;5:04:27;5;4;27;304;Dawn
269;5:04:28;5;4;28;304;Dawn
270;5:04:29;5;4;29;304;Dawn
271;5:04:30;5;4;30;304;Dawn
272;5:04:31;5;4;31;304;Dawn
273;5:04:32;5;4;32;304;Dawn
274;5:04:33;5;4;33;304;Dawn
275;5:04:34;5;4;34;304;Dawn
276;5:04:35;5;4;35;304;Dawn
277;5:04:36;5;4;36;304;Dawn
278;5:04:37;5;4;37;304;Dawn
279;5:04:38;5;4;38;304;Dawn
280;5:04:39;5;4;39;304;Dawn
281;5:04:40;5;4;40;304;Dawn
282;5:04:41;5;4;41;304;Dawn
283;5:04:42;5;4;42;304;Dawn
284;5:04:43;5;4;43;304;Dawn
285;5:04:44;5;4;44;304;Dawn
286;5:04:45;5;4;45;304;Dawn
287;5:04:46;5;4;46;304;Dawn
288;5:04:47;5;4;47;304;Dawn
289;5:04:48;5;4;48;304;Dawn
290;5:04:49;5;4;49;304;Dawn
291;5:04:50;5;4;50;304;Dawn
292;5:04:51;5;4;51;304;Dawn
293;5:04:52;5;4;52;304;Dawn
294;5:04:53;5;4;53;304;Dawn
295;5:04:54;5;4;54;304;Dawn
296;5:04:55;5;4;55;304;Dawn
297;5:04:56;5;4;56;304;Dawn
298;5:04:57;5;4;57;304;Dawn
299;5:04:58;5;4;58;304;Dawn
300;5:04:59;5;4;59;304;Dawn
301;5:05:00;5;5;0;305;Dawn
302;5:05:01;5;5;1;305;Dawn
303;5:05:02;5;5;2;305;Dawn
304;5:05:03;5;5;3;305;Dawn
305;5:05:04;5;5;4;305;Dawn
306;5:05:05;5;5;5;305;Dawn
307;5:05:06;5;5;6;305;Dawn
308;5:05:07;5;5;7;305;Dawn
309;5:05:08;5;5;8;305;Dawn
310;5:05:09;5;5;9;305;Dawn
311;5:05:10;5;5;10;305;Dawn
312;5:05:11;5;5;11;305;Dawn
313;5:05:12;5;5;12;305;Dawn
314;5:05:13;5;5;13;305;Dawn
315;5:05:14;5;5;14;305;Dawn
316;5:05:15;5;5;15;305;Dawn
317;5:05:16;5;5;16;305;Dawn
318;5:05:17;5;5;17;305;Dawn
319;5:05:18;5;5;18;305;Dawn
320;5:05:19;5;5;19;305;Dawn
321;5:05:20;5;5;20;305;Dawn
322;5:05:21;5;5;21;305;Dawn
323;5:05:22;5;5;22;305;Dawn
324;5:05:23;5;5;23;305;Dawn
325;5:05:24;5;5;24;305;Dawn
326;5:05:25;5;5;25;305;Dawn
327;5:05:26;5;5;26;305;Dawn
328;5:05:27;5;5;27;305;Dawn
329;5:05:28;5;5;28;305;Dawn
330;5:05:29;5;5;29;305;Dawn
331;5:05:30;5;5;30;305;Dawn
332;5:05:31;5;5;31;305;Dawn
333;5:05:32;5;5;32;305;Dawn
334;5:05:33;5;5;33;305;Dawn
335;5:05:34;5;5;34;305;Dawn
336;5:05:35;5;5;35;305;Dawn
337;5:05:36;5;5;36;305;Dawn
338;5:05:37;5;5;37;305;Dawn
339;5:05:38;5;5;38;305;Dawn
340;5:05:39;5;5;39;305;Dawn
341;5:05:40;5;5;40;305;Dawn
342;5:05:41;5;5;41;305;Dawn
343;5:05:42;5;5;42;305;Dawn
344;5:05:43;5;5;43;305;Dawn
345;5:05:44;5;5;44;305;Dawn
346;5:05:45;5;5;45;305;Dawn
347;5:05:46;5;5;46;305;Dawn
348;5:05:47;5;5;47;305;Dawn
349;5:05:48;5;5;48;305;Dawn
350;5:05:49;5;5;49;305;Dawn
351;5:05:50;5;5;50;305;Dawn
352;5:05:51;5;5;51;305;Dawn
353;5:05:52;5;5;52;305;Dawn
354;5:05:53;5;5;53;305;Dawn
355;5:05:54;5;5;54;305;Dawn
356;5:05:55;5;5;55;305;Dawn
357;5:05:56;5;5;56;305;Dawn
358;5:05:57;5;5;57;305;Dawn
359;5:05:58;5;5;58;305;Dawn
360;5:05:59;5;5;59;305;Dawn
361;5:06:00;5;6;0;306;Dawn
362;5:06:01;5;6;1;306;Dawn
363;5:06:02;5;6;2;306;Dawn
364;5:06:03;5;6;3;306;Dawn
365;5:06:04;5;6;4;306;Dawn
366;5:06:05;5;6;5;306;Dawn
367;5:06:06;5;6;6;306;Dawn
368;5:06:07;5;6;7;306;Dawn
369;5:06:08;5;6;8;306;Dawn
370;5:06:09;5;6;9;306;Dawn
371;5:06:10;5;6;10;306;Dawn
372;5:06:11;5;6;11;306;Dawn
373;5:06:12;5;6;12;306;Dawn
374;5:06:13;5;6;13;306;Dawn
375;5:06:14;5;6;14;306;Dawn
376;5:06:15;5;6;15;306;Dawn
377;5:06:16;5;6;16;306;Dawn
378;5:06:17;5;6;17;306;Dawn
379;5:06:18;5;6;18;306;Dawn
380;5:06:19;5;6;19;306;Dawn
381;5:06:20;5;6;20;306;Dawn
382;5:06:21;5;6;21;306;Dawn
383;5:06:22;5;6;22;306;Dawn
384;5:06:23;5;6;23;306;Dawn
385;5:06:24;5;6;24;306;Dawn
386;5:06:25;5;6;25;306;Dawn
387;5:06:26;5;6;26;306;Dawn
388;5:06:27;5;6;27;306;Dawn
389;5:06:28;5;6;28;306;Dawn
390;5:06:29;5;6;29;306;Dawn
391;5:06:30;5;6;30;306;Dawn
392;5:06:31;5;6;31;306;Dawn
393;5:06:32;5;6;32;306;Dawn
394;5:06:33;5;6;33;306;Dawn
395;5:06:34;5;6;34;306;Dawn
396;5:06:35;5;6;35;306;Dawn
397;5:06:36;5;6;36;306;Dawn
398;5:06:37;5;6;37;306;Dawn
399;5:06:38;5;6;38;306;Dawn
400;5:06:39;5;6;39;306;Dawn
401;5:06:40;5;6;40;306;Dawn
402;5:06:41;5;6;41;306;Dawn
403;5:06:42;5;6;42;306;Dawn
404;5:06:43;5;6;43;306;Dawn
405;5:06:44;5;6;44;306;Dawn
406;5:06:45;5;6;45;306;Dawn
407;5:06:46;5;6;46;306;Dawn
408;5:06:47;5;6;47;306;Dawn
409;5:06:48;5;6;48;306;Dawn
410;5:06:49;5;6;49;306;Dawn
411;5:06:50;5;6;50;306;Dawn
412;5:06:51;5;6;51;306;Dawn
413;5:06:52;5;6;52;306;Dawn
414;5:06:53;5;6;53;306;Dawn
415;5:06:54;5;6;54;306;Dawn
416;5:06:55;5;6;55;306;Dawn
417;5:06:56;5;6;56;306;Dawn
418;5:06:57;5;6;57;306;Dawn
419;5:06:58;5;6;58;306;Dawn
420;5:06:59;5;6;59;306;Dawn
421;5:07:00;5;7;0;307;Dawn
422;5:07:01;5;7;1;307;Dawn
423;5:07:02;5;7;2;307;Dawn
424;5:07:03;5;7;3;307;Dawn
425;5:07:04;5;7;4;307;Dawn
426;5:07:05;5;7;5;307;Dawn
427;5:07:06;5;7;6;307;Dawn
428;5:07:07;5;7;7;307;Dawn
429;5:07:08;5;7;8;307;Dawn
430;5:07:09;5;7;9;307;Dawn
431;5:07:10;5;7;10;307;Dawn
432;5:07:11;5;7;11;307;Dawn
433;5:07:12;5;7;12;307;Dawn
434;5:07:13;5;7;13;307;Dawn
435;5:07:14;5;7;14;307;Dawn
436;5:07:15;5;7;15;307;Dawn
437;5:07:16;5;7;16;307;Dawn
438;5:07:17;5;7;17;307;Dawn
439;5:07:18;5;7;18;307;Dawn
440;5:07:19;5;7;19;307;Dawn
441;5:07:20;5;7;20;307;Dawn
442;5:07:21;5;7;21;307;Dawn
443;5:07:22;5;7;22;307;Dawn
444;5:07:23;5;7;23;307;Dawn
445;5:07:24;5;7;24;307;Dawn
446;5:07:25;5;7;25;307;Dawn
447;5:07:26;5;7;26;307;Dawn
448;5:07:27;5;7;27;307;Dawn
449;5:07:28;5;7;28;307;Dawn
450;5:07:29;5;7;29;307;Dawn
451;5:07:30;5;7;30;307;Dawn
452;5:07:31;5;7;31;307;Dawn
453;5:07:32;5;7;32;307;Dawn
454;5:07:33;5;7;33;307;Dawn
455;5:07:34;5;7;34;307;Dawn
456;5:07:35;5;7;35;307;Dawn
457;5:07:36;5;7;36;307;Dawn
458;5:07:37;5;7;37;307;Dawn
459;5:07:38;5;7;38;307;Dawn
460;5:07:39;5;7;39;307;Dawn
461;5:07:40;5;7;40;307;Dawn
462;5:07:41;5;7;41;307;Dawn
463;5:07:42;5;7;42;307;Dawn
464;5:07:43;5;7;43;307;Dawn
465;5:07:44;5;7;44;307;Dawn
466;5:07:45;5;7;45;307;Dawn
467;5:07:46;5;7;46;307;Dawn
468;5:07:47;5;7;47;307;Dawn
469;5:07:48;5;7;48;307;Dawn
470;5:07:49;5;7;49;307;Dawn
471;5:07:50;5;7;50;307;Dawn
472;5:07:51;5;7;51;307;Dawn
473;5:07:52;5;7;52;307;Dawn
474;5:07:53;5;7;53;307;Dawn
475;5:07:54;5;7;54;307;Dawn
476;5:07:55;5;7;55;307;Dawn
477;5:07:56;5;7;56;307;Dawn
478;5:07:57;5;7;57;307;Dawn
479;5:07:58;5;7;58;307;Dawn
480;5:07:59;5;7;59;307;Dawn
481;5:08:00;5;8;0;308;Dawn
482;5:08:01;5;8;1;308;Dawn
483;5:08:02;5;8;2;308;Dawn
484;5:08:03;5;8;3;308;Dawn
485;5:08:04;5;8;4;308;Dawn
486;5:08:05;5;8;5;308;Dawn
487;5:08:06;5;8;6;308;Dawn
488;5:08:07;5;8;7;308;Dawn
489;5:08:08;5;8;8;308;Dawn
490;5:08:09;5;8;9;308;Dawn
491;5:08:10;5;8;10;308;Dawn
492;5:08:11;5;8;11;308;Dawn
493;5:08:12;5;8;12;308;Dawn
494;5:08:13;5;8;13;308;Dawn
495;5:08:14;5;8;14;308;Dawn
496;5:08:15;5;8;15;308;Dawn
497;5:08:16;5;8;16;308;Dawn
498;5:08:17;5;8;17;308;Dawn
499;5:08:18;5;8;18;308;Dawn
500;5:08:19;5;8;19;308;Dawn
501;5:08:20;5;8;20;308;Dawn
502;5:08:21;5;8;21;308;Dawn
503;5:08:22;5;8;22;308;Dawn
504;5:08:23;5;8;23;308;Dawn
505;5:08:24;5;8;24;308;Dawn
506;5:08:25;5;8;25;308;Dawn
507;5:08:26;5;8;26;308;Dawn
508;5:08:27;5;8;27;308;Dawn
509;5:08:28;5;8;28;308;Dawn
510;5:08:29;5;8;29;308;Dawn
511;5:08:30;5;8;30;308;Dawn
512;5:08:31;5;8;31;308;Dawn
513;5:08:32;5;8;32;308;Dawn
514;5:08:33;5;8;33;308;Dawn
515;5:08:34;5;8;34;308;Dawn
516;5:08:35;5;8;35;308;Dawn
517;5:08:36;5;8;36;308;Dawn
518;5:08:37;5;8;37;308;Dawn
519;5:08:38;5;8;38;308;Dawn
520;5:08:39;5;8;39;308;Dawn
521;5:08:40;5;8;40;308;Dawn
522;5:08:41;5;8;41;308;Dawn
523;5:08:42;5;8;42;308;Dawn
524;5:08:43;5;8;43;308;Dawn
525;5:08:44;5;8;44;308;Dawn
526;5:08:45;5;8;45;308;Dawn
527;5:08:46;5;8;46;308;Dawn
528;5:08:47;5;8;47;308;Dawn
529;5:08:48;5;8;48;308;Dawn
530;5:08:49;5;8;49;308;Dawn
531;5:08:50;5;8;50;308;Dawn
532;5:08:51;5;8;51;308;Dawn
533;5:08:52;5;8;52;308;Dawn
534;5:08:53;5;8;53;308;Dawn
535;5:08:54;5;8;54;308;Dawn
536;5:08:55;5;8;55;308;Dawn
537;5:08:56;5;8;56;308;Dawn
538;5:08:57;5;8;57;308;Dawn
539;5:08:58;5;8;58;308;Dawn
540;5:08:59;5;8;59;308;Dawn
541;5:09:00;5;9;0;309;Dawn
542;5:09:01;5;9;1;309;Dawn
543;5:09:02;5;9;2;309;Dawn
544;5:09:03;5;9;3;309;Dawn
545;5:09:04;5;9;4;309;Dawn
546;5:09:05;5;9;5;309;Dawn
547;5:09:06;5;9;6;309;Dawn
548;5:09:07;5;9;7;309;Dawn
549;5:09:08;5;9;8;309;Dawn
550;5:09:09;5;9;9;309;Dawn
551;5:09:10;5;9;10;309;Dawn
552;5:09:11;5;9;11;309;Dawn
553;5:09:12;5;9;12;309;Dawn
554;5:09:13;5;9;13;309;Dawn
555;5:09:14;5;9;14;309;Dawn
556;5:09:15;5;9;15;309;Dawn
557;5:09:16;5;9;16;309;Dawn
558;5:09:17;5;9;17;309;Dawn
559;5:09:18;5;9;18;309;Dawn
560;5:09:19;5;9;19;309;Dawn
561;5:09:20;5;9;20;309;Dawn
562;5:09:21;5;9;21;309;Dawn
563;5:09:22;5;9;22;309;Dawn
564;5:09:23;5;9;23;309;Dawn
565;5:09:24;5;9;24;309;Dawn
566;5:09:25;5;9;25;309;Dawn
567;5:09:26;5;9;26;309;Dawn
568;5:09:27;5;9;27;309;Dawn
569;5:09:28;5;9;28;309;Dawn
570;5:09:29;5;9;29;309;Dawn
571;5:09:30;5;9;30;309;Dawn
572;5:09:31;5;9;31;309;Dawn
573;5:09:32;5;9;32;309;Dawn
574;5:09:33;5;9;33;309;Dawn
575;5:09:34;5;9;34;309;Dawn
576;5:09:35;5;9;35;309;Dawn
577;5:09:36;5;9;36;309;Dawn
578;5:09:37;5;9;37;309;Dawn
579;5:09:38;5;9;38;309;Dawn
580;5:09:39;5;9;39;309;Dawn
581;5:09:40;5;9;40;309;Dawn
582;5:09:41;5;9;41;309;Dawn
583;5:09:42;5;9;42;309;Dawn
584;5:09:43;5;9;43;309;Dawn
585;5:09:44;5;9;44;309;Dawn
586;5:09:45;5;9;45;309;Dawn
587;5:09:46;5;9;46;309;Dawn
588;5:09:47;5;9;47;309;Dawn
589;5:09:48;5;9;48;309;Dawn
590;5:09:49;5;9;49;309;Dawn
591;5:09:50;5;9;50;309;Dawn
592;5:09:51;5;9;51;309;Dawn
593;5:09:52;5;9;52;309;Dawn
594;5:09:53;5;9;53;309;Dawn
595;5:09:54;5;9;54;309;Dawn
596;5:09:55;5;9;55;309;Dawn
597;5:09:56;5;9;56;309;Dawn
598;5:09:57;5;9;57;309;Dawn
599;5:09:58;5;9;58;309;Dawn
600;5:09:59;5;9;59;309;Dawn
601;5:10:00;5;10;0;310;Dawn
602;5:10:01;5;10;1;310;Dawn
603;5:10:02;5;10;2;310;Dawn
604;5:10:03;5;10;3;310;Dawn
605;5:10:04;5;10;4;310;Dawn
606;5:10:05;5;10;5;310;Dawn
607;5:10:06;5;10;6;310;Dawn
608;5:10:07;5;10;7;310;Dawn
609;5:10:08;5;10;8;310;Dawn
610;5:10:09;5;10;9;310;Dawn
611;5:10:10;5;10;10;310;Dawn
612;5:10:11;5;10;11;310;Dawn
613;5:10:12;5;10;12;310;Dawn
614;5:10:13;5;10;13;310;Dawn
615;5:10:14;5;10;14;310;Dawn
616;5:10:15;5;10;15;310;Dawn
617;5:10:16;5;10;16;310;Dawn
618;5:10:17;5;10;17;310;Dawn
619;5:10:18;5;10;18;310;Dawn
620;5:10:19;5;10;19;310;Dawn
621;5:10:20;5;10;20;310;Dawn
622;5:10:21;5;10;21;310;Dawn
623;5:10:22;5;10;22;310;Dawn
624;5:10:23;5;10;23;310;Dawn
625;5:10:24;5;10;24;310;Dawn
626;5:10:25;5;10;25;310;Dawn
627;5:10:26;5;10;26;310;Dawn
628;5:10:27;5;10;27;310;Dawn
629;5:10:28;5;10;28;310;Dawn
630;5:10:29;5;10;29;310;Dawn
631;5:10:30;5;10;30;310;Dawn
632;5:10:31;5;10;31;310;Dawn
633;5:10:32;5;10;32;310;Dawn
634;5:10:33;5;10;33;310;Dawn
635;5:10:34;5;10;34;310;Dawn
636;5:10:35;5;10;35;310;Dawn
637;5:10:36;5;10;36;310;Dawn
638;5:10:37;5;10;37;310;Dawn
639;5:10:38;5;10;38;310;Dawn
640;5:10:39;5;10;39;310;Dawn
641;5:10:40;5;10;40;310;Dawn
642;5:10:41;5;10;41;310;Dawn
643;5:10:42;5;10;42;310;Dawn
644;5:10:43;5;10;43;310;Dawn
645;5:10:44;5;10;44;310;Dawn
646;5:10:45;5;10;45;310;Dawn
647;5:10:46;5;10;46;310;Dawn
648;5:10:47;5;10;47;310;Dawn
649;5:10:48;5;10;48;310;Dawn
650;5:10:49;5;10;49;310;Dawn
651;5:10:50;5;10;50;310;Dawn
652;5:10:51;5;10;51;310;Dawn
653;5:10:52;5;10;52;310;Dawn
654;5:10:53;5;10;53;310;Dawn
655;5:10:54;5;10;54;310;Dawn
656;5:10:55;5;10;55;310;Dawn
657;5:10:56;5;10;56;310;Dawn
658;5:10:57;5;10;57;310;Dawn
659;5:10:58;5;10;58;310;Dawn
660;5:10:59;5;10;59;310;Dawn
661;5:11:00;5;11;0;311;Dawn
662;5:11:01;5;11;1;311;Dawn
663;5:11:02;5;11;2;311;Dawn
